time,grid_load,soc
0.0,66.64888888888889,0.543
1.0,66.64888888888889,1.087
2.0,66.64888888888889,1.63
3.0,66.64888888888889,2.173
4.0,66.64888888888889,2.717
5.0,66.64888888888889,3.26
6.0,66.64888888888889,3.803
7.0,66.64888888888889,4.347
8.0,66.64888888888889,4.89
9.0,66.64888888888889,5.433
10.0,66.64888888888889,5.977
11.0,66.64888888888889,6.52
12.0,66.64888888888889,7.063
13.0,66.64888888888889,7.607
14.0,66.64888888888889,8.15
15.0,66.64888888888889,8.693
16.0,66.64888888888889,9.237
17.0,66.64888888888889,9.78
18.0,66.64888888888889,10.323
19.0,66.64888888888889,10.867
20.0,66.64888888888889,11.41
21.0,66.64888888888889,11.953
22.0,66.64888888888889,12.497
23.0,66.64888888888889,13.04
24.0,66.64888888888889,13.583
25.0,66.64888888888889,14.127
26.0,66.64888888888889,14.67
27.0,66.64888888888889,15.213
28.0,66.64888888888889,15.757
29.0,66.64888888888889,16.3
30.0,66.64888888888889,16.843
31.0,66.64888888888889,17.387
32.0,66.64888888888889,17.93
33.0,66.64888888888889,18.473
34.0,66.64888888888889,19.017
35.0,66.64888888888889,19.56
36.0,66.64888888888889,20.103
37.0,66.64888888888889,20.647
38.0,66.64888888888889,21.19
39.0,66.64888888888889,21.733
40.0,66.64888888888889,22.277
41.0,66.64888888888889,22.82
42.0,66.64888888888889,23.363
43.0,66.64888888888889,23.907
44.0,66.64888888888889,24.45
45.0,66.64888888888889,24.993
46.0,66.64888888888889,25.537
47.0,66.64888888888889,26.08
48.0,66.64888888888889,26.623
49.0,66.64888888888889,27.167
50.0,66.64888888888889,27.71
51.0,66.64888888888889,28.253
52.0,66.64888888888889,28.797
53.0,66.64888888888889,29.34
54.0,66.64888888888889,29.883
55.0,66.64888888888889,30.427
56.0,66.64888888888889,30.97
57.0,66.64888888888889,31.513
58.0,66.64888888888889,32.057
59.0,66.64888888888889,32.6
60.0,66.64888888888889,33.143
61.0,66.64888888888889,33.687
62.0,66.64888888888889,34.23
63.0,66.64888888888889,34.773
64.0,66.64888888888889,35.317
65.0,66.64888888888889,35.86
66.0,66.64888888888889,36.403
67.0,66.64888888888889,36.947
68.0,66.64888888888889,37.49
69.0,66.64888888888889,38.033
70.0,66.64888888888889,38.577
71.0,66.64888888888889,39.12
72.0,66.64888888888889,39.663
73.0,66.64888888888889,40.207
74.0,66.64888888888889,40.75
75.0,66.64888888888889,41.293
76.0,66.64888888888889,41.837
77.0,66.64888888888889,42.38
78.0,66.64888888888889,42.923
79.0,66.64888888888889,43.467
80.0,66.64888888888889,44.01
81.0,66.64888888888889,44.553
82.0,66.64888888888889,45.097
83.0,66.64888888888889,45.64
84.0,66.64888888888889,46.183
85.0,66.64888888888889,46.727
86.0,66.64888888888889,47.27
87.0,66.64888888888889,47.813
88.0,66.64888888888889,48.357
