time,grid_load,soc
657.0,0.06201849159143089,99.979
658.0,0.06089577170034462,99.98
659.0,0.059793376391838564,99.98
660.0,0.05871093773027651,99.981
661.0,0.0576480944407565,99.981
662.0,0.05660449178853086,99.981
663.0,0.055579781460609975,99.982
664.0,0.054573621449509876,99.982
665.0,0.053585675939102725,99.983
666.0,0.05261561519253601,99.983
667.0,0.051663115442178276,99.984
668.0,0.05072785878155956,99.984
669.0,0.04980953305926576,99.984
670.0,0.04890783177475599,99.985
671.0,0.04802245397606403,99.985
672.0,0.04715310415935312,99.986
673.0,0.04629949217028822,99.986
674.0,0.04546133310719432,99.986
675.0,0.04463834722596731,99.987
676.0,0.043830259846706805,99.987
677.0,0.04303680126203893,99.987
678.0,0.04225770664709844,99.988
679.0,0.04149271597114114,99.988
680.0,0.040741573910755585,99.988
681.0,0.04000402976464671,99.989
682.0,0.03927983736996129,99.989
683.0,0.03856875502012908,99.989
684.0,0.03787054538419019,99.99
685.0,0.037184975427584144,99.99
686.0,0.03651181633437151,99.99
687.0,0.03585084343086501,99.991
688.0,0.03520183611064161,99.991
689.0,0.034564577760913685,99.991
690.0,0.03393885569023149,99.991
691.0,0.033324461057495945,99.992
692.0,0.03272118880225547,99.992
693.0,0.03212883757626471,99.992
694.0,0.03154720967628316,99.993
695.0,0.030976110978088986,99.993
696.0,0.030415350871688777,99.993
697.0,0.02986474219769885,99.993
698.0,0.02932410118487954,99.994
699.0,0.028793247388799178,99.994
700.0,0.028272003631609244,99.994
701.0,0.027760195942909262,99.994
702.0,0.027257653501682588,99.994
703.0,0.026764208579282946,99.995
704.0,0.026279696483453602,99.995
705.0,0.02580395550335921,99.995
706.0,0.025336826855613635,99.995
707.0,0.02487815463128411,99.995
708.0,0.024427785743855027,99.996
709.0,0.023985569878134015,99.996
710.0,0.023551359440082315,99.996
711.0,0.02312500950755425,99.996
712.0,0.022706377781927474,99.996
713.0,0.02229532454060988,99.997
714.0,0.02189171259040525,99.997
715.0,0.021495407221724144,99.997
716.0,0.021106276163622695,99.997
717.0,0.02072418953965632,99.997
718.0,0.02034901982453174,99.997
719.0,0.019980641801544397,99.998
720.0,0.01961893252078591,99.998
721.0,0.019263771258108423,99.998
722.0,0.018915039474831714,99.998
723.0,0.018572620778179474,99.998
724.0,0.01823640088243239,99.998
725.0,0.017906267570783802,99.999
726.0,0.017582110657886427,99.999
727.0,0.01726382195307672,99.999
728.0,0.01695129522426529,99.999
729.0,0.01664442616248069,99.999
730.0,0.016343112347055464,99.999
731.0,0.01604725321144192,99.999
732.0,0.01575675000964733,100.0
733.0,0.015471505783276156,100.0
734.0,0.015191425329169499,100.0
735.0,0.014916415167629758,100.0
736.0,0.014646383511221125,100.0
